country,year,life_expectancy,population,annual_co2_emissions_scaled,animal_protein_per_day_person_scaled,fat_per_day_person_scaled,carbs_per_day_person_scaled,fertility rate_scaled,rural population_by_pop_scaled,fixed_line_subscription_per_hundred_scaled,mobile_line_subscription_per_hundred_scaled
Afghanistan,1975.0,40.1,12157390.0,2.8237746800652382e-05,0.1263027311094264,0.1212112775019794,0.2850516590211734,0.9000069837279139,0.8116711339632855,0.0016235639327083,0.0
Afghanistan,1976.0,40.6,12425276.0,2.88302102120242e-05,0.0914674365832024,0.0943748119907548,0.3126235201918762,0.8877156225993434,0.8107233340032581,0.0016115534148672,0.0
Afghanistan,1977.0,41.2,12687308.0,3.616241704995556e-05,0.121262297858372,0.1084536098201322,0.3218785817884796,0.8728542495984357,0.8097650335125497,0.0017219046838371,0.0005379188751571
Afghanistan,1978.0,40.3,12938864.0,4.2057560211592726e-05,0.1059290324870946,0.1023679554147841,0.3299451815299277,0.8561631398840701,0.8088065784954787,0.0017731825948828,0.003990768463863
Afghanistan,1979.0,39.1,12986378.0,0.0001723691136749,0.0896707257778809,0.1050782434199346,0.4273290719745612,0.7186535372581884,0.7965673714999977,0.0002049566411706,0.1732499270928157
Afghanistan,1980.0,39.6,12486640.0,0.0002255724389038,0.0936428807153063,0.1450314106780549,0.4688039803076095,0.6995600251414205,0.7943904339962271,0.000645064645895,0.1637515465947623
Afghanistan,1981.0,40.2,11155196.0,0.0003192421450946,0.0905979965982411,0.1326260199377986,0.4656519834454385,0.6799217822473635,0.7921925404640402,0.0005053264929961,0.2131573586913271
Afghanistan,1982.0,37.8,10088290.0,0.0002706208524977,0.0930987319094131,0.1414206379263828,0.454009510086853,0.6620574062434527,0.7899841369672814,0.0032326933398618,0.2275137750974001
Afghanistan,1983.0,38.2,9951447.0,0.0002494571572189,0.0910518028989519,0.1448605023879757,0.4745879261365161,0.6433410154340387,0.7877653705373386,0.0033220707877212,0.240778246574763
Afghanistan,1984.0,33.3,10243689.0,0.0002472943885211,0.1131458913271895,0.1700480883324301,0.4838443984067361,0.6242475033172707,0.7855363489900778,0.0034088314451274,0.2542291363225625
Afghanistan,1985.0,33.6,10512220.0,0.0002640349803249,0.0945053584143934,0.1510625901956237,0.4963248732272088,0.6026957189747887,0.7832864909478063,0.0035656289120016,0.2638444529855526
Afghanistan,1986.0,39.4,10448447.0,0.0002445245959286,0.0893913861702525,0.1658087102222238,0.4709118946926013,0.58266638731755,0.7810259876545877,0.0036071781876199,0.2818283937944079
Afghanistan,1987.0,39.8,10322767.0,0.0002661080842315,0.0852766437150579,0.1610949576142104,0.5156751445595454,0.564117605978071,0.7786303019245866,0.0036457426131168,0.303360806561764
Afghanistan,1988.0,44.0,10383459.0,0.0002917287263878,0.0804052973190626,0.1683601576068764,0.4863727548631057,0.5464208394440953,0.7760781860856308,0.003811211692691,0.2706745299486084
Afghanistan,1989.0,45.2,10673172.0,0.0002988364611288,0.0729457060034017,0.1630697349812332,0.4668428373123784,0.5279558628395837,0.7733804748605233,0.003900158388198,0.270137858967909
Afghanistan,1990.0,46.0,10694804.0,0.0003150204840226,0.0763964964759673,0.1502934225248598,0.4697769157676051,0.5112088833019066,0.7705469862521995,0.0040928497691596,0.2629367528934008
Afghanistan,1991.0,46.7,10745168.0,0.0001238094673075,0.1461825799880315,0.2121761556805652,0.4174647220428639,0.4795586283958376,0.6360269635759506,0.0089424155550331,0.0
Afghanistan,1992.0,47.6,12057436.0,0.0001334103686476,0.1502410861724303,0.231046409823102,0.4904478842732432,0.4539283469516026,0.6331775627568142,0.009072047504993,0.0
Afghanistan,1993.0,51.5,14003764.0,0.0001541787568064,0.1520913287894333,0.2409307698781138,0.529366897347581,0.425434737062644,0.6312034130097637,0.0093844386954389,0.0
Afghanistan,1994.0,51.5,15455560.0,0.0001750484594375,0.1637402387473727,0.231482376085385,0.4975995088402468,0.3988267337104546,0.6292734390442688,0.0095381579843389,0.0
Afghanistan,1995.0,52.5,16418911.0,0.0002045158424876,0.166919092947968,0.2522275616127407,0.4455186655886258,0.3732942244570151,0.6277278481108715,0.0098474473639662,0.0
Afghanistan,1996.0,53.2,17106600.0,0.0001394412090211,0.168074110244644,0.2401093004001877,0.4578320675859862,0.3525525525525526,0.6267180432680921,0.0101539172139712,0.0
Afghanistan,1997.0,53.6,17788818.0,0.0001979265185575,0.1744090391515022,0.2528921835322734,0.492048937494432,0.3378168866540959,0.6260695723032297,0.0106033318546758,0.0
Afghanistan,1998.0,52.9,18493134.0,0.0001970631747106,0.1772257139323136,0.2403545370483004,0.5064281790028285,0.3299113066554927,0.6266727754961984,0.0107929837892692,0.0
Afghanistan,1999.0,54.8,19262854.0,0.0002057789160187,0.180134810453003,0.2724972925312133,0.5553280145826852,0.3171450520287729,0.6278793480542313,0.0109839661654694,0.0
Afghanistan,2000.0,55.3,19542986.0,0.0002110399875305,0.173804267810479,0.2602430080446428,0.5404167651199295,0.3081639779314198,0.629695775347865,0.0111796570576688,0.0
Afghanistan,2001.0,55.8,19688634.0,0.0002125403424143,0.1716289715027532,0.2441784067143417,0.4916990291038833,0.2953278860255605,0.6320809354559233,0.0114784899977925,0.0
Afghanistan,2002.0,56.5,21000258.0,0.0002173009900071,0.1637728933948333,0.2517189771682944,0.5729122452143282,0.2829387527061945,0.6346846920611354,0.0119402659290184,0.0
Afghanistan,2003.0,57.3,22645136.0,0.0002008243497752,0.1726668925051584,0.258599284722414,0.4892740198233377,0.275270619456666,0.6387091070746225,0.0121655394529329,0.0
Afghanistan,2009.0,60.4,27385310.0,6.304847885367138e-05,0.2736560486685738,0.3688596850627811,0.577033190850187,0.2258397932816537,0.6335006811700263,0.0142535548611973,0.0
Afghanistan,2010.0,60.9,28189672.0,5.187899648783688e-05,0.3263450190596392,0.3709396446750621,0.601422695009144,0.2257699560025141,0.6252776488108533,0.0137843685015148,0.0
Afghanistan,2011.0,61.4,29249156.0,5.633551459230431e-05,0.3665908118391013,0.386737683592732,0.4893078146565003,0.2227390180878552,0.6176178729992875,0.0140413384837762,0.0
Afghanistan,2012.0,61.9,30466484.0,5.440584468817687e-05,0.393880306780368,0.4148919360505373,0.5279748078225531,0.2129617990083106,0.6105675633187319,0.0213549554310814,0.0003176908751654
Afghanistan,2013.0,62.4,31541216.0,4.16100991948776e-05,0.3359408810472036,0.3585498383946165,0.5250073638696128,0.1965081360430197,0.604381547306071,0.0291878373916762,0.0004582845741592
Afghanistan,2014.0,62.5,32716214.0,4.731898229248466e-05,0.3319071172710105,0.3704133862702115,0.522442943235567,0.182512745303443,0.5988850434924341,0.0391567707048662,0.0007828787904393
Afghanistan,2015.0,62.7,33753500.0,8.052831303987644e-05,0.3667926284654854,0.3849362961995701,0.5512291490556077,0.1714365528319017,0.5938076310603899,0.0478778953079,0.0015503874270148
